Internal Reference,Name, Sales Price , Cost ,Product Category,Attribute,Value
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-013-14,Choice Fabrics - Smudge of Color - Green - 14-yard bolt, $ 61.32 , $ 32.20 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_24
,,,,,attribute_vendor_sku,vendor_sku_761
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-013-12.5,Choice Fabrics - Smudge of Color - Green - 12.5-yard bolt, $ 54.75 , $ 28.75 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_24
,,,,,attribute_vendor_sku,vendor_sku_761
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-013-12.125,Choice Fabrics - Smudge of Color - Green - 12.125-yard bolt, $ 53.11 , $ 27.89 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_24
,,,,,attribute_vendor_sku,vendor_sku_761
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-18.625,Choice Fabrics - Smudge of Color - Caribbean Blue - 18.625-yard bolt, $ 81.58 , $ 42.84 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-16.25,Choice Fabrics - Smudge of Color - Caribbean Blue - 16.25-yard bolt, $ 71.18 , $ 37.38 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-15,Choice Fabrics - Smudge of Color - Caribbean Blue - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-14.375,Choice Fabrics - Smudge of Color - Caribbean Blue - 14.375-yard bolt, $ 62.96 , $ 33.06 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-13.625,Choice Fabrics - Smudge of Color - Caribbean Blue - 13.625-yard bolt, $ 59.68 , $ 31.34 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-12.75,Choice Fabrics - Smudge of Color - Caribbean Blue - 12.75-yard bolt, $ 55.85 , $ 29.33 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-12.5,Choice Fabrics - Smudge of Color - Caribbean Blue - 12.5-yard bolt, $ 54.75 , $ 28.75 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-015-9.25,Choice Fabrics - Smudge of Color - Caribbean Blue - 9.25-yard bolt, $ 40.52 , $ 21.28 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_136
,,,,,attribute_vendor_sku,vendor_sku_762
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-17,Choice Fabrics - Smudge of Color - Sky Blue - 17-yard bolt, $ 74.46 , $ 39.10 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-16,Choice Fabrics - Smudge of Color - Sky Blue - 16-yard bolt, $ 70.08 , $ 36.80 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-15,Choice Fabrics - Smudge of Color - Sky Blue - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-14.625,Choice Fabrics - Smudge of Color - Sky Blue - 14.625-yard bolt, $ 64.06 , $ 33.64 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-14.5,Choice Fabrics - Smudge of Color - Sky Blue - 14.5-yard bolt, $ 63.51 , $ 33.35 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-14,Choice Fabrics - Smudge of Color - Sky Blue - 14-yard bolt, $ 61.32 , $ 32.20 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-12.875,Choice Fabrics - Smudge of Color - Sky Blue - 12.875-yard bolt, $ 56.39 , $ 29.61 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-12.75,Choice Fabrics - Smudge of Color - Sky Blue - 12.75-yard bolt, $ 55.85 , $ 29.33 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-021-12,Choice Fabrics - Smudge of Color - Sky Blue - 12-yard bolt, $ 52.56 , $ 27.60 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_137
,,,,,attribute_vendor_sku,vendor_sku_763
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-023-15,Choice Fabrics - Smudge of Color - Royal Blue - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_138
,,,,,attribute_vendor_sku,vendor_sku_764
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-023-14.375,Choice Fabrics - Smudge of Color - Royal Blue - 14.375-yard bolt, $ 62.96 , $ 33.06 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_138
,,,,,attribute_vendor_sku,vendor_sku_764
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-023-13.75,Choice Fabrics - Smudge of Color - Royal Blue - 13.75-yard bolt, $ 60.23 , $ 31.63 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_138
,,,,,attribute_vendor_sku,vendor_sku_764
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-023-13.625,Choice Fabrics - Smudge of Color - Royal Blue - 13.625-yard bolt, $ 59.68 , $ 31.34 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_138
,,,,,attribute_vendor_sku,vendor_sku_764
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-023-10.75,Choice Fabrics - Smudge of Color - Royal Blue - 10.75-yard bolt, $ 47.09 , $ 24.73 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_138
,,,,,attribute_vendor_sku,vendor_sku_764
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-024-15.625,Choice Fabrics - Smudge of Color - Navy - 15.625-yard bolt, $ 68.44 , $ 35.94 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_22
,,,,,attribute_vendor_sku,vendor_sku_765
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-024-15,Choice Fabrics - Smudge of Color - Navy - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_22
,,,,,attribute_vendor_sku,vendor_sku_765
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-024-14.375,Choice Fabrics - Smudge of Color - Navy - 14.375-yard bolt, $ 62.96 , $ 33.06 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_22
,,,,,attribute_vendor_sku,vendor_sku_765
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-024-14.25,Choice Fabrics - Smudge of Color - Navy - 14.25-yard bolt, $ 62.42 , $ 32.78 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_22
,,,,,attribute_vendor_sku,vendor_sku_765
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-024-13.875,Choice Fabrics - Smudge of Color - Navy - 13.875-yard bolt, $ 60.77 , $ 31.91 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_22
,,,,,attribute_vendor_sku,vendor_sku_765
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-024-11.625,Choice Fabrics - Smudge of Color - Navy - 11.625-yard bolt, $ 50.92 , $ 26.74 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_22
,,,,,attribute_vendor_sku,vendor_sku_765
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-024-10,Choice Fabrics - Smudge of Color - Navy - 10-yard bolt, $ 43.80 , $ 23.00 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_22
,,,,,attribute_vendor_sku,vendor_sku_765
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-16.875,Choice Fabrics - Smudge of Color - Purple - 16.875-yard bolt, $ 73.91 , $ 38.81 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-16,Choice Fabrics - Smudge of Color - Purple - 16-yard bolt, $ 70.08 , $ 36.80 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-15.75,Choice Fabrics - Smudge of Color - Purple - 15.75-yard bolt, $ 68.99 , $ 36.23 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-15,Choice Fabrics - Smudge of Color - Purple - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-14.75,Choice Fabrics - Smudge of Color - Purple - 14.75-yard bolt, $ 64.61 , $ 33.93 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-13.375,Choice Fabrics - Smudge of Color - Purple - 13.375-yard bolt, $ 58.58 , $ 30.76 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-12.75,Choice Fabrics - Smudge of Color - Purple - 12.75-yard bolt, $ 55.85 , $ 29.33 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-10.375,Choice Fabrics - Smudge of Color - Purple - 10.375-yard bolt, $ 45.44 , $ 23.86 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-026-9.5,Choice Fabrics - Smudge of Color - Purple - 9.5-yard bolt, $ 41.61 , $ 21.85 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_19
,,,,,attribute_vendor_sku,vendor_sku_766
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-027-15.375,Choice Fabrics - Smudge of Color - Lilac - 15.375-yard bolt, $ 67.34 , $ 35.36 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_45
,,,,,attribute_vendor_sku,vendor_sku_767
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-027-15,Choice Fabrics - Smudge of Color - Lilac - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_45
,,,,,attribute_vendor_sku,vendor_sku_767
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-027-14.75,Choice Fabrics - Smudge of Color - Lilac - 14.75-yard bolt, $ 64.61 , $ 33.93 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_45
,,,,,attribute_vendor_sku,vendor_sku_767
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-027-13.75,Choice Fabrics - Smudge of Color - Lilac - 13.75-yard bolt, $ 60.23 , $ 31.63 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_45
,,,,,attribute_vendor_sku,vendor_sku_767
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-027-13.625,Choice Fabrics - Smudge of Color - Lilac - 13.625-yard bolt, $ 59.68 , $ 31.34 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_45
,,,,,attribute_vendor_sku,vendor_sku_767
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-028-16.5,Choice Fabrics - Smudge of Color - Tea Dye - 16.5-yard bolt, $ 72.27 , $ 37.95 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_107
,,,,,attribute_vendor_sku,vendor_sku_768
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-028-15,Choice Fabrics - Smudge of Color - Tea Dye - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_107
,,,,,attribute_vendor_sku,vendor_sku_768
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-028-14,Choice Fabrics - Smudge of Color - Tea Dye - 14-yard bolt, $ 61.32 , $ 32.20 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_107
,,,,,attribute_vendor_sku,vendor_sku_768
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-028-13,Choice Fabrics - Smudge of Color - Tea Dye - 13-yard bolt, $ 56.94 , $ 29.90 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_107
,,,,,attribute_vendor_sku,vendor_sku_768
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-15.5,Choice Fabrics - Smudge of Color - Cocoa - 15.5-yard bolt, $ 67.89 , $ 35.65 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-15.25,Choice Fabrics - Smudge of Color - Cocoa - 15.25-yard bolt, $ 66.80 , $ 35.08 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-15,Choice Fabrics - Smudge of Color - Cocoa - 15-yard bolt, $ 65.70 , $ 34.50 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-14.375,Choice Fabrics - Smudge of Color - Cocoa - 14.375-yard bolt, $ 62.96 , $ 33.06 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-13.5,Choice Fabrics - Smudge of Color - Cocoa - 13.5-yard bolt, $ 59.13 , $ 31.05 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-13.375,Choice Fabrics - Smudge of Color - Cocoa - 13.375-yard bolt, $ 58.58 , $ 30.76 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-13,Choice Fabrics - Smudge of Color - Cocoa - 13-yard bolt, $ 56.94 , $ 29.90 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-12.25,Choice Fabrics - Smudge of Color - Cocoa - 12.25-yard bolt, $ 53.66 , $ 28.18 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-12,Choice Fabrics - Smudge of Color - Cocoa - 12-yard bolt, $ 52.56 , $ 27.60 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
CD-10656-031-9,Choice Fabrics - Smudge of Color - Cocoa - 9-yard bolt, $ 39.42 , $ 20.70 ,Units,attribute_manufacturer,manufacturer_3
,,,,,attribute_collection,collection_141
,,,,,attribute_color,color_139
,,,,,attribute_vendor_sku,vendor_sku_769
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
